account length,area code,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn,total_call_minutes,total_charges,call_intensity,call_minutes_category,state_encoded
179,408,no,no,0,219.2,92,37.26,149.4,125,12.7,244.7,104,11.01,6.1,5,1.65,0,False,613.3,62.61999999999999,1.9105919003115264,High,51
94,415,no,no,0,252.6,104,42.94,169.0,125,14.37,170.9,106,7.69,11.1,7,3.0,2,False,592.5,68.0,1.7686567164179106,High,61
62,415,no,no,0,147.1,91,25.01,190.4,107,16.18,195.2,115,8.78,12.2,3,3.29,0,False,532.7,53.26,1.7019169329073485,Medium,84
127,415,no,no,0,202.1,103,34.36,229.4,86,19.5,195.2,113,8.78,11.5,3,3.11,2,False,626.7,65.75,2.0751655629139076,High,73
116,408,no,no,0,173.5,93,29.5,194.1,76,16.5,208.0,112,9.36,16.2,10,4.37,3,False,575.6,59.73,2.0483985765124557,Medium,55
70,408,no,no,0,232.1,122,39.46,292.3,112,24.85,201.2,112,9.05,0.0,0,0.0,3,False,725.5999999999999,73.36,2.097109826589595,Very High,70
94,510,yes,yes,23,197.1,125,33.51,214.5,136,18.23,282.2,103,12.7,9.5,5,2.57,4,False,693.8,67.00999999999999,1.906043956043956,Very High,106
126,415,no,no,0,58.2,94,9.89,138.7,118,11.79,136.8,91,6.16,11.9,1,3.21,5,True,333.7,31.05,1.1013201320132013,Low,52
67,408,no,yes,36,115.6,111,19.65,237.7,94,20.2,169.9,103,7.65,9.9,12,2.67,2,False,523.1999999999999,50.169999999999995,1.6987012987012984,Medium,83
19,408,no,no,0,186.1,98,31.64,254.3,57,21.62,214.0,127,9.63,14.6,7,3.94,2,False,654.4,66.83000000000001,2.3205673758865246,Very High,56
170,510,yes,no,0,259.9,68,44.18,245.0,122,20.83,134.4,121,6.05,8.4,3,2.27,3,False,639.3,73.32999999999998,2.0556270096463023,High,77
73,415,no,no,0,214.3,145,36.43,268.5,135,22.82,241.2,92,10.85,10.8,13,2.92,1,False,724.0,73.02,1.946236559139785,Very High,62
106,408,no,no,0,158.7,74,26.98,64.3,139,5.47,198.5,103,8.93,10.2,4,2.75,1,False,421.5,44.13,1.3338607594936709,Low,83
93,415,no,no,0,271.6,71,46.17,229.4,108,19.5,77.3,121,3.48,10.9,3,2.94,2,False,578.3,72.09,1.9276666666666664,Medium,64
164,510,no,no,0,160.6,111,27.3,163.2,126,13.87,187.1,112,8.42,9.0,3,2.43,1,False,510.9,52.02,1.4638968481375358,Low,77
51,408,no,no,0,232.4,109,39.51,187.4,95,15.93,231.2,107,10.4,9.1,3,2.46,1,False,651.0,68.3,2.0932475884244375,Very High,66
107,415,no,no,0,133.8,85,22.75,180.5,94,15.34,112.2,115,5.05,8.9,4,2.4,0,False,426.5,45.54,1.4506802721088434,Low,66
130,415,no,no,0,176.9,109,30.07,90.7,104,7.71,238.0,69,10.71,9.5,2,2.57,1,False,505.6,51.06,1.7929078014184399,Low,72
80,408,no,no,0,209.9,74,35.68,195.1,77,16.58,208.2,119,9.37,8.8,4,2.38,2,False,613.2,64.00999999999999,2.2711111111111113,High,59
94,415,no,no,0,137.5,118,23.38,203.2,88,17.27,150.0,131,6.75,13.4,2,3.62,0,False,490.7,51.019999999999996,1.4560830860534124,Low,68
118,408,no,yes,23,289.5,52,49.22,166.6,111,14.16,119.1,88,5.36,9.5,4,2.57,1,False,575.2,71.30999999999999,2.2916334661354583,Medium,61
117,415,no,yes,23,198.1,86,33.68,177.0,86,15.05,180.5,92,8.12,6.8,6,1.84,1,False,555.6,58.690000000000005,2.1045454545454545,Medium,70
78,415,no,no,0,149.7,119,25.45,182.2,115,15.49,261.5,126,11.77,9.7,8,2.62,0,False,593.4,55.32999999999999,1.6483333333333332,High,53
208,510,no,no,0,326.5,67,55.51,176.3,113,14.99,181.7,102,8.18,10.7,6,2.89,2,True,684.5,81.57000000000001,2.4273049645390072,Very High,72
131,510,yes,yes,26,292.9,101,49.79,199.7,97,16.97,255.3,127,11.49,13.8,7,3.73,4,True,747.9,81.97999999999999,2.301230769230769,Very High,62
63,408,no,no,0,83.0,64,14.11,177.0,106,15.05,245.7,89,11.06,13.0,3,3.51,0,False,505.7,43.73,1.9525096525096524,Low,54
53,415,no,yes,24,145.7,146,24.77,220.5,136,18.74,249.9,96,11.25,13.1,5,3.54,3,False,616.1,58.3,1.62989417989418,High,84
62,408,no,no,0,182.3,101,30.99,328.2,93,27.9,245.0,131,11.03,11.2,1,3.02,2,False,755.5,72.94,2.3246153846153845,Very High,61
97,415,no,no,0,218.0,86,37.06,184.0,94,15.64,240.5,110,10.82,6.4,8,1.73,3,False,642.5,65.25,2.2155172413793105,High,70
105,510,no,no,0,140.6,109,23.9,178.6,51,15.18,217.0,83,9.76,6.8,3,1.84,2,False,536.2,50.68,2.206584362139918,Medium,73
157,415,no,no,0,152.7,105,25.96,257.5,80,21.89,198.1,93,8.91,9.4,4,2.54,1,False,608.3,59.300000000000004,2.1881294964028775,High,66
66,415,no,yes,36,106.7,76,18.14,209.8,77,17.83,190.4,117,8.57,12.1,2,3.27,1,False,506.9,47.81,1.8774074074074074,Low,63
122,415,no,no,0,243.8,98,41.45,83.9,72,7.13,179.8,84,8.09,13.7,8,3.7,2,False,507.50000000000006,60.370000000000005,1.9980314960629924,Low,71
38,415,no,no,0,194.4,94,33.05,186.7,95,15.87,223.3,90,10.05,10.8,5,2.92,3,False,604.4000000000001,61.89,2.166308243727599,High,78
106,510,no,no,0,213.9,95,36.36,151.9,70,12.91,260.1,124,11.7,12.2,5,3.29,3,False,625.9000000000001,64.26,2.1657439446366786,High,70
99,510,no,no,0,217.2,112,36.92,246.7,89,20.97,226.1,89,10.17,15.8,7,4.27,3,False,690.0,72.33,2.3793103448275863,Very High,65
99,415,no,no,0,241.1,72,40.99,155.6,98,13.23,188.2,109,8.47,11.6,10,3.13,1,False,584.9,65.82,2.096415770609319,High,51
144,510,yes,no,0,203.5,100,34.6,247.6,103,21.05,194.3,94,8.74,11.9,11,3.21,0,False,645.4000000000001,67.6,2.1730639730639734,Very High,64
82,415,no,yes,24,155.2,131,26.38,244.5,106,20.78,122.4,68,5.51,10.7,3,2.89,1,False,522.1,55.559999999999995,1.7118032786885247,Medium,45
86,408,no,yes,31,167.6,139,28.49,113.0,118,9.61,246.9,121,11.11,12.2,6,3.29,1,False,527.5,52.49999999999999,1.3955026455026456,Medium,64
70,510,yes,no,0,226.7,98,38.54,228.1,115,19.39,73.2,93,3.29,17.6,4,4.75,2,True,528.0,65.97,1.7254901960784315,Medium,63
93,415,no,no,0,179.3,93,30.48,178.6,98,15.18,225.2,131,10.13,11.5,6,3.11,3,False,583.0999999999999,58.9,1.810869565217391,Medium,51
93,415,no,no,0,151.4,89,25.74,186.4,76,15.84,172.5,120,7.76,10.9,3,2.94,0,False,510.3,52.279999999999994,1.7905263157894737,Low,63
120,415,no,no,0,180.0,80,30.6,224.2,82,19.06,265.4,91,11.94,4.7,7,1.27,3,False,669.5999999999999,62.87,2.6466403162055334,Very High,63
136,415,no,no,0,250.2,121,42.53,267.1,118,22.7,151.0,114,6.8,13.0,2,3.51,1,True,668.3,75.54,1.8932011331444758,Very High,70
106,415,no,no,0,223.0,121,37.91,110.1,98,9.36,188.7,107,8.49,7.1,12,1.92,0,False,521.8,57.68,1.6006134969325152,Medium,80
81,415,no,no,0,183.6,116,31.21,152.6,98,12.97,212.2,99,9.55,12.2,6,3.29,3,False,548.4,57.02,1.752076677316294,Medium,66
127,408,no,yes,22,166.0,114,28.22,174.5,103,14.83,244.9,68,11.02,10.2,6,2.75,1,False,585.4,56.81999999999999,2.0540350877192983,High,53
65,415,no,no,0,136.1,112,23.14,272.9,96,23.2,220.2,104,9.91,4.4,2,1.19,1,False,629.2,57.44,2.0166666666666666,High,65
35,408,no,no,0,149.3,113,25.38,242.2,122,20.59,174.3,104,7.84,8.9,6,2.4,2,False,565.8,56.21,1.6690265486725662,Medium,62
88,408,no,no,0,65.4,97,11.12,168.2,76,14.3,236.0,113,10.62,13.8,1,3.73,2,False,469.6,39.769999999999996,1.641958041958042,Low,61
65,415,no,no,0,213.4,111,36.28,234.5,94,19.93,250.1,123,11.25,2.7,4,0.73,1,False,698.0,68.19000000000001,2.1280487804878048,Very High,71
123,415,no,no,0,206.9,85,35.17,244.7,78,20.8,221.5,136,9.97,7.7,2,2.08,3,False,673.1,68.02,2.251170568561873,Very High,63
126,408,no,yes,27,186.2,78,31.65,189.6,83,16.12,76.5,139,3.44,9.6,3,2.59,2,False,452.29999999999995,53.8,1.5076666666666665,Low,44
104,415,no,yes,23,280.2,136,47.63,220.5,92,18.74,136.9,102,6.16,13.3,3,3.59,4,False,637.6,76.12,1.9321212121212121,High,77
45,415,no,yes,22,196.6,84,33.42,313.2,92,26.62,163.3,108,7.35,11.9,3,3.21,0,False,673.0999999999999,70.6,2.370070422535211,Very High,59
93,408,yes,no,0,312.0,109,53.04,129.4,100,11.0,217.6,74,9.79,10.5,2,2.84,0,True,659.0,76.66999999999999,2.3286219081272086,Very High,70
63,415,yes,yes,36,199.0,110,33.83,291.3,111,24.76,197.6,92,8.89,11.0,6,2.97,1,False,687.9,70.45,2.19776357827476,Very High,78
100,415,no,no,0,203.1,96,34.53,217.0,126,18.45,180.9,122,8.14,13.5,2,3.65,3,False,601.0,64.77000000000001,1.747093023255814,High,61
53,415,no,no,0,168.8,97,28.7,220.3,87,18.73,154.3,113,6.94,10.9,2,2.94,0,False,543.4000000000001,57.309999999999995,1.82962962962963,Medium,66
92,415,yes,no,0,173.1,140,29.43,240.3,105,20.43,233.2,117,10.49,9.0,5,2.43,1,False,646.5999999999999,62.78,1.786187845303867,Very High,73
139,510,no,no,0,134.4,106,22.85,211.3,98,17.96,193.6,125,8.71,10.2,2,2.75,5,True,539.3000000000001,52.27,1.6392097264437693,Medium,84
110,408,no,yes,40,202.6,103,34.44,118.8,128,10.1,234.9,98,10.57,9.0,9,2.43,2,False,556.3,57.54,1.6908814589665653,Medium,60
110,408,no,no,0,74.5,117,12.67,200.8,98,17.07,192.2,101,8.65,9.8,7,2.65,3,False,467.5,41.04,1.4794303797468353,Low,58
215,510,no,no,0,83.6,148,14.21,120.9,91,10.28,226.6,110,10.2,10.7,9,2.89,0,False,431.1,37.58,1.2352435530085961,Low,77
73,415,no,no,0,192.2,86,32.67,168.6,116,14.33,139.8,87,6.29,9.4,6,2.54,1,False,500.59999999999997,55.83,1.7321799307958476,Low,80
138,510,no,no,0,220.2,89,37.43,88.3,125,7.51,195.3,79,8.79,12.9,5,3.48,0,False,503.8,57.209999999999994,1.7194539249146759,Low,68
137,415,yes,no,0,135.1,95,22.97,134.1,102,11.4,223.1,81,10.04,12.3,2,3.32,2,True,492.29999999999995,47.73,1.770863309352518,Low,66
36,415,no,no,0,253.4,77,43.08,182.4,151,15.5,275.8,103,12.41,8.4,2,2.27,1,False,711.6,73.25999999999999,2.1498489425981875,Very High,71
85,408,no,no,0,225.0,81,38.25,176.9,63,15.04,194.3,110,8.74,7.1,2,1.92,3,False,596.2,63.95,2.347244094488189,High,106
108,408,no,no,0,198.5,99,33.75,267.8,60,22.76,354.9,75,15.97,9.4,3,2.54,0,True,821.2,75.02000000000001,3.50940170940171,Very High,77
22,408,no,no,0,110.3,107,18.75,166.5,93,14.15,202.3,96,9.1,9.5,5,2.57,0,False,479.1,44.57,1.6185810810810812,Low,60
107,415,no,yes,37,60.0,102,10.2,102.2,80,8.69,261.8,106,11.78,11.1,3,3.0,0,False,424.0,33.67,1.4722222222222223,Low,65
51,510,no,no,0,214.8,94,36.52,149.7,58,12.72,283.4,66,12.75,10.2,5,2.75,0,False,647.9,64.74000000000001,2.972018348623853,Very High,71
94,408,no,no,0,181.8,85,30.91,202.4,98,17.2,245.9,97,11.07,9.2,2,2.48,4,False,630.1,61.66,2.2503571428571427,High,64
119,510,no,yes,23,154.0,114,26.18,278.0,137,23.63,228.4,112,10.28,11.8,4,3.19,2,False,660.4,63.28,1.8192837465564737,Very High,62
33,415,no,yes,29,157.4,99,26.76,117.9,80,10.02,279.2,79,12.56,13.9,11,3.75,4,True,554.5,53.09,2.14922480620155,Medium,78
106,415,no,no,0,207.9,91,35.34,172.0,109,14.62,191.8,143,8.63,14.4,7,3.89,4,False,571.7,62.480000000000004,1.6667638483965015,Medium,68
82,408,no,no,0,207.0,90,35.19,232.9,83,19.8,172.4,108,7.76,9.1,8,2.46,3,False,612.3,65.21,2.179003558718861,High,65
86,510,no,yes,41,119.0,101,20.23,230.0,134,19.55,236.9,58,10.66,9.5,3,2.57,0,False,585.9,53.01,1.9996587030716724,High,73
97,415,yes,no,0,143.7,117,24.43,273.0,82,23.21,178.3,81,8.02,10.9,3,2.94,0,False,595.0,58.599999999999994,2.125,High,72
106,408,no,yes,32,165.9,126,28.2,216.5,93,18.4,173.1,86,7.79,14.1,8,3.81,4,False,555.5,58.199999999999996,1.821311475409836,Medium,63
108,510,no,no,0,138.6,122,23.56,172.3,117,14.65,231.6,92,10.42,9.8,3,2.65,1,False,542.5,51.28,1.6389728096676737,Medium,54
114,415,no,no,0,84.7,118,14.4,249.9,86,21.24,193.4,95,8.7,14.5,8,3.92,1,False,528.0,48.260000000000005,1.765886287625418,Medium,72
92,408,yes,no,0,62.6,111,10.64,180.6,126,15.35,221.7,80,9.98,10.4,2,2.81,1,True,464.9,38.78,1.4665615141955834,Low,70
59,510,no,no,0,155.2,79,26.38,235.3,123,20.0,169.4,80,7.62,8.7,4,2.35,1,False,559.9,56.349999999999994,1.9854609929078013,Medium,72
24,510,no,yes,25,164.9,110,28.03,209.3,105,17.79,231.2,55,10.4,6.7,9,1.81,1,False,605.4000000000001,58.03,2.2422222222222223,High,84
151,408,no,no,0,134.5,88,22.87,143.1,112,12.16,223.9,61,10.08,15.4,1,4.16,1,False,501.5,49.269999999999996,1.921455938697318,Low,58
117,415,no,no,0,143.3,103,24.36,211.3,108,17.96,185.2,96,8.33,11.5,3,3.11,1,False,539.8,53.76,1.7583061889250813,Medium,62
78,510,no,no,0,168.3,110,28.61,221.2,73,18.8,241.0,136,10.85,12.5,1,3.38,1,False,630.5,61.64,1.9764890282131662,High,60
155,408,no,no,0,262.4,55,44.61,194.6,113,16.54,146.5,85,6.59,8.3,6,2.24,2,False,603.5,69.97999999999999,2.3853754940711465,High,68
114,510,no,yes,30,206.2,79,35.05,260.0,91,22.1,291.6,83,13.12,11.4,6,3.08,1,False,757.8,73.35,2.9952569169960475,Very High,106
114,510,no,yes,28,225.8,94,38.39,193.0,117,16.41,232.4,100,10.46,8.4,9,2.27,4,False,651.2,67.52999999999999,2.0938906752411577,Very High,65
119,408,no,no,0,138.3,89,23.51,170.5,78,14.49,263.9,98,11.88,13.5,6,3.65,3,False,572.7,53.53,2.1611320754716985,Medium,56
64,510,no,yes,48,94.4,104,16.05,136.2,101,11.58,147.4,89,6.63,4.5,4,1.22,0,False,378.0,35.480000000000004,1.2857142857142858,Low,63
118,408,yes,no,0,160.0,123,27.2,175.4,96,14.91,184.8,99,8.32,9.9,3,2.67,2,False,520.2,53.1,1.6358490566037738,Low,65
101,415,no,no,0,206.6,105,35.12,224.9,117,19.12,249.9,100,11.25,14.6,3,3.94,0,False,681.4,69.42999999999999,2.116149068322981,Very High,45
117,415,no,no,0,134.7,121,22.9,180.0,83,15.3,200.9,104,9.04,7.7,3,2.08,1,False,515.6,49.32,1.6740259740259742,Low,61
49,415,no,yes,28,214.4,78,36.45,235.2,100,19.99,206.2,107,9.28,8.0,13,2.16,3,False,655.8,67.88,2.3010526315789472,Very High,80
139,415,no,no,0,192.8,104,32.78,234.4,96,19.92,203.2,101,9.14,13.0,3,3.51,3,False,630.4000000000001,65.35000000000001,2.0943521594684387,High,77
92,408,no,yes,28,151.1,90,25.69,194.8,79,16.56,239.2,114,10.76,10.0,3,2.7,1,False,585.0999999999999,55.71,2.067491166077738,High,45
83,415,no,no,0,221.4,103,37.64,231.8,103,19.7,122.5,100,5.51,9.8,5,2.65,3,False,575.7,65.5,1.881372549019608,Medium,66
148,510,yes,no,0,218.9,88,37.21,208.0,85,17.68,203.3,99,9.15,11.1,4,3.0,0,False,630.2,67.04,2.3169117647058823,High,53
144,408,no,yes,48,189.8,96,32.27,123.4,67,10.49,214.2,106,9.64,6.5,2,1.76,2,True,527.4000000000001,54.160000000000004,1.9605947955390337,Medium,60
131,415,no,yes,25,192.7,85,32.76,225.9,105,19.2,254.2,59,11.44,10.9,6,2.94,2,False,672.8,66.33999999999999,2.702008032128514,Very High,80
146,510,yes,no,0,204.4,135,34.75,219.1,90,18.62,222.7,114,10.02,10.5,6,2.84,3,False,646.2,66.23,1.906194690265487,Very High,73
143,415,no,no,0,172.3,97,29.29,174.0,108,14.79,188.2,119,8.47,13.0,4,3.51,2,False,534.5,56.059999999999995,1.6496913580246915,Medium,68
81,415,no,no,0,198.4,93,33.73,210.9,108,17.93,193.3,71,8.7,10.4,6,2.81,2,False,602.6,63.17,2.215441176470588,High,84
48,415,no,yes,37,211.7,115,35.99,159.9,84,13.59,144.1,80,6.48,12.2,1,3.29,1,False,515.7,59.35,1.8483870967741938,Low,52
86,415,no,yes,28,221.6,74,37.67,288.4,100,24.51,240.3,105,10.81,9.0,2,2.43,1,False,750.3,75.42000000000002,2.6892473118279567,Very High,73
71,415,no,no,0,197.9,108,33.64,181.5,109,15.43,281.4,56,12.66,6.7,5,1.81,3,False,660.8,63.540000000000006,2.4205128205128204,Very High,61
145,408,no,yes,24,147.5,90,25.08,175.7,108,14.93,252.1,102,11.34,15.6,3,4.21,2,False,575.3,55.559999999999995,1.9176666666666664,Medium,60
137,510,no,no,0,206.4,122,35.09,128.0,102,10.88,194.5,84,8.75,8.8,5,2.38,2,False,528.9,57.10000000000001,1.7172077922077922,Medium,73
137,408,no,no,0,205.9,88,35.0,209.3,86,17.79,289.9,84,13.05,14.5,4,3.92,2,False,705.1,69.76,2.7329457364341088,Very High,70
167,510,no,no,0,207.6,88,35.29,132.4,63,11.25,255.2,98,11.48,14.1,5,3.81,0,False,595.2,61.83,2.3903614457831326,High,80
89,510,no,no,0,303.9,95,51.66,260.9,114,22.18,312.1,89,14.04,5.3,3,1.43,1,True,876.9,89.31,2.9426174496644295,Very High,61
199,415,no,yes,34,230.6,121,39.2,219.4,99,18.65,299.3,94,13.47,8.0,2,2.16,0,False,749.3,73.48,2.386305732484076,Very High,74
132,510,no,no,0,99.5,110,16.92,129.1,80,10.97,125.1,124,5.63,9.7,3,2.62,0,False,353.7,36.14,1.1264331210191083,Low,61
94,510,no,no,0,177.1,112,30.11,194.0,112,16.49,146.7,108,6.6,5.9,4,1.59,1,False,517.8,54.79,1.5596385542168674,Low,78
96,415,no,yes,37,172.7,93,29.36,120.1,116,10.21,216.1,86,9.72,10.3,5,2.78,5,True,508.9,52.07,1.7250847457627119,Low,74
96,510,no,yes,18,172.7,86,29.36,133.4,113,11.34,259.5,70,11.68,9.8,3,2.65,1,False,565.6,55.03,2.1026022304832717,Medium,78
166,510,no,no,0,204.2,115,34.71,179.9,152,15.29,216.8,109,9.76,9.5,5,2.57,1,False,600.9000000000001,62.33,1.5981382978723406,High,71
74,415,no,no,0,85.7,83,14.57,247.7,67,21.05,142.4,85,6.41,10.1,5,2.73,2,False,475.79999999999995,44.76,2.0246808510638297,Low,54
36,415,no,no,0,157.6,117,26.79,184.3,58,15.67,240.4,99,10.82,11.9,1,3.21,0,False,582.3,56.49,2.125182481751825,Medium,55
113,415,no,no,0,215.5,129,36.64,218.7,117,18.59,207.1,91,9.32,6.6,9,1.78,4,False,641.3,66.33000000000001,1.902967359050445,High,62
94,415,no,no,0,181.5,98,30.86,199.9,88,16.99,287.7,114,12.95,6.6,5,1.78,1,False,669.0999999999999,62.58,2.230333333333333,Very High,84
67,415,no,no,0,171.7,80,29.19,110.4,81,9.38,195.4,111,8.79,11.9,4,3.21,2,False,477.5,50.57,1.755514705882353,Low,70
127,415,no,no,0,266.6,106,45.32,264.8,168,22.51,207.2,119,9.32,5.9,2,1.59,1,True,738.6000000000001,78.74000000000001,1.8793893129770995,Very High,63
121,408,no,no,0,170.4,108,28.97,350.5,68,29.79,297.0,87,13.37,11.2,3,3.02,0,True,817.9,75.14999999999999,3.109885931558935,Very High,65
158,415,no,no,0,158.0,106,26.86,292.5,114,24.86,241.1,89,10.85,9.1,4,2.46,1,False,691.6,65.03,2.2381877022653724,Very High,44
136,510,no,no,0,92.0,117,15.64,253.6,77,21.56,214.1,90,9.63,10.3,10,2.78,1,False,559.7,49.61000000000001,1.970774647887324,Medium,64
196,415,no,no,0,234.0,109,39.78,249.5,114,21.21,173.1,70,7.79,9.1,5,2.46,2,False,656.6,71.24,2.2409556313993173,Very High,63
113,415,no,no,0,272.1,111,46.26,268.5,118,22.82,213.8,105,9.62,8.5,10,2.3,1,True,754.4000000000001,81.0,2.258682634730539,Very High,73
122,408,no,no,0,296.4,99,50.39,214.8,89,18.26,133.9,107,6.03,11.4,3,3.08,4,True,645.1,77.76,2.186779661016949,Very High,71
112,510,no,no,0,194.4,101,33.05,190.3,82,16.18,183.4,107,8.25,11.4,2,3.08,0,False,568.1,60.559999999999995,1.9589655172413794,Medium,65
209,415,no,no,0,227.2,128,38.62,258.4,92,21.96,183.5,74,8.26,8.9,4,2.4,3,False,669.0999999999999,71.24000000000001,2.275850340136054,Very High,60
62,415,no,no,0,248.7,109,42.28,220.0,118,18.7,265.7,78,11.96,13.2,2,3.56,1,True,734.4,76.5,2.4078688524590164,Very High,84
110,415,no,yes,38,236.3,102,40.17,195.9,112,16.65,183.5,82,8.26,9.7,6,2.62,1,False,615.7,67.7,2.0800675675675677,High,72
16,510,no,no,0,205.6,69,34.95,169.5,93,14.41,220.1,64,9.9,10.9,3,2.94,0,False,595.2,62.199999999999996,2.633628318584071,High,77
73,408,no,no,0,94.1,136,16.0,280.3,122,23.83,205.0,77,9.23,9.8,4,2.65,0,False,579.4,51.71,1.72955223880597,Medium,65
128,408,no,no,0,125.2,99,21.28,205.4,107,17.46,254.4,111,11.45,18.9,2,5.1,0,False,585.0,55.29,1.8454258675078865,High,73
39,408,no,no,0,60.4,158,10.27,306.2,120,26.03,123.9,46,5.58,12.4,3,3.35,1,False,490.5,45.23,1.5138888888888888,Low,65
103,415,no,yes,28,121.0,105,20.57,270.4,100,22.98,160.5,76,7.22,7.7,4,2.08,2,False,551.9,52.849999999999994,1.9640569395017793,Medium,54
119,415,no,yes,29,117.8,66,20.03,256.8,114,21.83,147.6,76,6.64,7.6,3,2.05,3,False,522.2,50.55,2.03984375,Medium,65
173,510,no,yes,21,232.4,96,39.51,211.9,118,18.01,273.0,102,12.29,5.0,5,1.35,3,False,717.3,71.16,2.2699367088607594,Very High,73
128,510,yes,yes,32,223.5,81,38.0,188.8,74,16.05,154.9,101,6.97,9.4,2,2.54,2,True,567.2,63.559999999999995,2.215625,Medium,60
86,510,no,no,0,176.3,79,29.97,259.2,97,22.03,287.4,78,12.93,6.2,3,1.67,0,False,722.9,66.60000000000001,2.8460629921259843,Very High,65
114,415,no,yes,32,125.2,79,21.28,177.8,105,15.11,232.4,89,10.46,12.9,3,3.48,1,False,535.4,50.33,1.961172161172161,Medium,77
104,408,no,no,0,138.7,107,23.58,256.9,113,21.84,234.9,74,10.57,10.0,3,2.7,0,False,630.5,58.690000000000005,2.1445578231292517,High,77
148,415,no,no,0,86.3,134,14.67,246.6,92,20.96,251.6,91,11.32,11.3,4,3.05,1,False,584.5,50.0,1.8438485804416405,High,78
129,408,no,no,0,207.0,91,35.19,154.9,121,13.17,245.1,112,11.03,13.4,5,3.62,3,False,607.0,63.01,1.873456790123457,High,77
100,510,no,yes,30,58.8,104,10.0,219.5,107,18.66,152.3,118,6.85,7.1,3,1.92,0,False,430.6,37.43,1.3088145896656536,Low,62
121,408,no,yes,35,68.7,95,11.68,209.2,69,17.78,197.4,42,8.88,11.4,4,3.08,1,False,475.29999999999995,41.42,2.307281553398058,Low,80
143,408,no,yes,33,239.2,109,40.66,235.5,112,20.02,156.3,95,7.03,9.5,4,2.57,1,False,631.0,70.27999999999999,1.9968354430379747,High,54
76,510,no,no,0,198.3,130,33.71,217.1,86,18.45,188.4,96,8.48,12.5,3,3.38,0,False,603.8,64.02,1.93525641025641,High,44
158,510,no,no,0,205.2,97,34.88,240.6,77,20.45,79.7,108,3.59,14.4,12,3.89,0,False,525.5,62.81,1.8634751773049645,Medium,64
116,510,no,no,0,192.1,98,32.66,312.9,135,26.6,130.2,94,5.86,7.9,2,2.13,3,False,635.2,67.25,1.942507645259939,High,63
54,415,no,no,0,272.6,83,46.34,248.7,74,21.14,197.4,111,8.88,9.5,2,2.57,1,True,718.6999999999999,78.92999999999999,2.6817164179104473,Very High,68
86,415,no,no,0,128.3,121,21.81,197.1,93,16.75,138.4,152,6.23,12.2,5,3.29,7,True,463.79999999999995,48.080000000000005,1.2672131147540981,Low,80
108,510,no,no,0,169.6,99,28.83,264.1,87,22.45,206.3,78,9.28,9.3,4,2.51,0,False,640.0,63.07,2.4242424242424243,High,61
66,510,no,no,0,201.3,95,34.22,152.8,66,12.99,233.2,101,10.49,7.5,4,2.03,1,False,587.3,59.730000000000004,2.241603053435114,High,68
151,408,no,yes,17,214.7,97,36.5,138.5,90,11.77,169.1,44,7.61,8.6,4,2.32,1,False,522.3,58.199999999999996,2.261038961038961,Medium,59
99,510,no,no,0,169.2,70,28.76,271.5,77,23.08,170.2,104,7.66,10.6,2,2.86,0,False,610.9,62.36,2.433864541832669,High,60
55,415,no,no,0,194.1,121,33.0,176.6,110,15.01,302.8,136,13.63,7.0,7,1.89,2,False,673.5,63.53,1.835149863760218,Very High,66
77,510,no,no,0,233.8,104,39.75,266.5,94,22.65,212.7,104,9.57,7.6,3,2.05,2,False,713.0,74.02,2.3609271523178808,Very High,78
78,408,no,no,0,225.1,67,38.27,199.2,127,16.93,175.5,102,7.9,14.6,2,3.94,0,False,599.8,67.04,2.026351351351351,High,52
89,415,no,no,0,213.0,63,36.21,176.6,71,15.01,262.6,126,11.82,9.1,1,2.46,1,True,652.2,65.5,2.5084615384615385,Very High,54
101,415,no,no,0,183.9,115,31.26,255.9,101,21.75,275.0,145,12.38,10.8,11,2.92,1,False,714.8,68.31,1.9800554016620497,Very High,84
44,415,no,yes,34,221.8,105,37.71,161.7,85,13.74,227.7,62,10.25,14.0,7,3.78,0,False,611.2,65.48,2.4253968253968257,High,58
98,408,no,yes,21,64.6,98,10.98,176.1,86,14.97,244.8,84,11.02,0.0,0,0.0,2,False,485.5,36.97,1.8115671641791045,Low,71
64,510,no,yes,37,154.6,92,26.28,83.4,103,7.09,165.9,99,7.47,13.3,3,3.59,1,False,403.9,44.43000000000001,1.3738095238095238,Low,60
141,415,no,no,0,260.2,131,44.23,179.2,120,15.23,135.0,119,6.08,7.2,8,1.94,3,False,574.4,67.47999999999999,1.5524324324324323,Medium,77
81,415,no,yes,33,161.6,117,27.47,123.0,90,10.46,261.3,101,11.76,12.2,5,3.29,1,False,545.9000000000001,52.98,1.7724025974025976,Medium,78
162,510,no,no,0,220.6,117,37.5,155.2,121,13.19,186.7,89,8.4,10.5,11,2.84,1,False,562.5,61.92999999999999,1.7201834862385321,Medium,73
83,415,no,yes,41,155.9,122,26.5,162.3,107,13.8,127.6,105,5.74,13.1,5,3.54,3,False,445.80000000000007,49.58,1.334730538922156,Low,64
