international plan,voice mail plan,number vmail messages,total day minutes,total day charge,total intl minutes,total intl calls,total intl charge,customer service calls,total_call_minutes,total_charges
0,0,0,215.6,36.65,13.5,3,3.65,1,514.4,61.480000000000004
0,0,0,153.8,26.15,11.6,2,3.13,4,584.1,58.0
0,0,0,275.4,46.82,13.6,3,3.67,1,610.0,73.05
1,0,0,107.2,18.22,9.7,4,2.62,1,350.2,35.24999999999999
0,1,33,207.9,35.34,13.5,3,3.65,1,662.7,68.80000000000001
0,1,35,68.7,11.68,11.4,4,3.08,1,475.29999999999995,41.42
0,1,21,138.1,23.48,8.2,2,2.21,2,533.6,53.89000000000001
0,0,0,115.9,19.7,7.1,4,1.92,1,397.4,38.74
0,0,0,132.1,22.46,6.9,6,1.86,3,625.8,56.44
0,0,0,183.9,31.26,10.8,11,2.92,1,714.8,68.31
1,0,0,271.5,46.16,11.7,4,3.16,1,608.9,73.16
0,1,35,118.0,20.06,11.8,2,3.19,2,490.9,46.71999999999999
0,1,29,179.9,30.58,12.8,7,3.46,3,533.4000000000001,57.51
0,0,0,237.6,40.39,9.1,9,2.46,0,637.4,68.53
0,1,22,152.0,25.84,15.7,5,4.24,2,674.0,63.92000000000001
0,0,0,203.8,34.65,11.7,4,3.16,1,457.8,52.75
1,0,0,145.0,24.65,11.0,2,2.97,4,679.1,63.43
0,1,31,282.3,47.99,12.0,4,3.24,1,659.8,74.3
0,1,32,138.1,23.48,6.8,3,1.84,2,544.3,50.290000000000006
0,0,0,208.4,35.43,11.2,4,3.02,1,693.5,67.25
0,1,27,283.4,48.18,14.4,7,3.89,2,748.8,81.98
0,1,13,281.2,47.8,6.4,5,1.73,2,703.5999999999999,75.67
0,0,0,117.8,20.03,11.8,4,3.19,0,561.1,51.129999999999995
0,0,0,139.8,23.77,9.4,7,2.54,2,516.3000000000001,50.25
0,1,25,170.7,29.02,8.7,1,2.35,3,446.3,48.17
0,1,39,183.3,31.16,5.1,7,1.38,1,652.0999999999999,61.84
0,0,0,140.7,23.92,12.4,4,3.35,2,581.5,55.550000000000004
0,0,0,81.1,13.79,10.3,2,2.78,0,563.3,48.08
0,1,17,204.9,34.83,11.3,5,3.05,0,625.5999999999999,64.86
0,1,28,202.3,34.39,6.7,3,1.81,1,529.1,53.67
0,0,0,146.1,24.84,9.2,3,2.48,0,652.4,57.949999999999996
0,1,23,182.0,30.94,9.8,4,2.65,1,555.0,59.02
0,1,15,154.6,26.28,9.1,4,2.46,1,548.8,56.309999999999995
0,0,0,196.6,33.42,12.5,3,3.38,1,561.0999999999999,60.010000000000005
0,0,0,120.5,20.49,14.3,2,3.86,1,580.3,52.62
0,0,0,222.5,37.83,9.0,3,2.43,2,656.5,66.57000000000001
0,0,0,280.0,47.6,10.4,4,2.81,0,639.0,74.66000000000001
0,0,0,230.2,39.13,10.7,7,2.89,4,655.3,69.96
0,0,0,129.5,22.02,10.9,3,2.94,1,629.2,61.61999999999999
0,0,0,201.1,34.19,11.6,3,3.13,3,609.1999999999999,62.51
1,0,0,255.8,43.49,11.7,3,3.16,0,579.7,66.93
0,1,36,115.4,19.62,15.2,6,4.1,2,466.3,46.160000000000004
0,1,37,162.3,27.59,9.2,4,2.48,0,673.6,62.43
0,0,0,146.7,24.94,11.1,4,3.0,2,450.59999999999997,45.87
0,0,0,146.3,24.87,11.5,3,3.11,0,595.9,56.88
0,1,32,247.0,41.99,10.5,4,2.84,3,599.1,65.7
0,0,0,281.3,47.82,8.7,3,2.35,0,785.5999999999999,84.92999999999999
0,0,0,226.3,38.47,13.0,3,3.51,4,704.9,72.44000000000001
0,1,37,121.5,20.66,11.3,5,3.05,2,641.5999999999999,57.97
0,0,0,199.8,33.97,5.5,4,1.49,1,638.7,61.89000000000001
0,0,0,186.8,31.76,9.7,4,2.62,2,611.4,60.43
0,1,36,283.1,48.13,11.3,3,3.05,3,831.0,87.29
0,0,0,104.0,17.68,14.6,8,3.94,0,411.1,43.32
0,0,0,127.0,21.59,6.1,6,1.65,0,565.5999999999999,51.26
0,1,34,198.0,33.66,7.6,4,2.05,1,689.6,68.78
0,0,0,146.4,24.89,7.8,2,2.11,1,573.0,54.050000000000004
0,0,0,156.2,26.55,13.1,5,3.54,1,571.9,56.52
0,0,0,103.1,17.53,11.2,5,3.02,1,519.2,50.28
0,0,0,183.2,31.14,9.9,5,2.67,2,655.2,62.220000000000006
0,0,0,70.7,12.02,9.1,3,2.46,4,383.0,34.84
0,0,0,104.7,17.8,8.9,2,2.4,1,546.8,50.08
0,0,0,224.9,38.23,10.3,3,2.78,0,646.7,67.66999999999999
0,0,0,166.1,28.24,12.7,2,3.43,1,459.09999999999997,48.029999999999994
0,0,0,119.1,20.25,12.2,4,3.29,0,629.8,58.03
0,0,0,172.7,29.36,11.7,1,3.16,2,486.09999999999997,52.17999999999999
0,0,0,142.3,24.19,9.9,1,2.67,1,645.1,61.74000000000001
0,0,0,123.8,21.05,7.3,4,1.97,2,680.4,60.83
0,0,0,124.3,21.13,7.5,5,2.03,3,554.0,49.43
0,1,36,141.7,24.09,12.0,5,3.24,1,596.1,57.07000000000001
0,0,0,260.2,44.23,7.2,8,1.94,3,574.4,67.47999999999999
0,0,0,196.1,33.34,11.9,1,3.21,0,615.2,64.88
0,0,0,198.3,33.71,16.6,4,4.48,2,518.8,60.099999999999994
0,0,0,143.7,24.43,11.4,8,3.08,4,654.1,62.38999999999999
1,0,0,237.7,40.41,4.5,4,1.22,0,627.0,67.42999999999999
0,0,0,129.1,21.95,12.7,6,3.43,4,566.4000000000001,54.2
0,0,0,192.6,32.74,10.8,3,2.92,1,682.2,65.94
0,0,0,195.6,33.25,14.2,4,3.83,1,470.6,54.51
0,1,29,190.1,32.32,14.2,6,3.83,0,669.5,66.65
0,0,0,112.8,19.18,9.0,3,2.43,2,571.8,51.02
0,0,0,305.1,51.87,8.5,5,2.3,0,728.5,80.74
0,0,0,179.1,30.45,10.6,7,2.86,3,497.4,55.26
0,1,36,214.2,36.41,9.5,4,2.57,3,640.5999999999999,64.63
1,0,0,268.4,45.63,11.6,4,3.13,1,636.3,72.28999999999999
0,0,0,153.7,26.13,10.7,2,2.89,0,543.0999999999999,54.089999999999996
0,1,26,243.5,41.4,9.0,9,2.43,1,653.6,71.76
0,0,0,207.2,35.22,9.9,1,2.67,1,674.2,69.14
0,0,0,207.6,35.29,13.3,2,3.59,1,599.2,65.67
0,0,0,245.9,41.8,8.9,5,2.4,3,644.7,71.75
0,0,0,161.5,27.46,8.6,5,2.32,1,690.7,62.17
0,0,0,212.8,36.18,10.6,4,2.86,0,572.7,62.82
0,0,0,149.3,25.38,7.9,4,2.13,7,486.2,50.150000000000006
0,0,0,191.3,32.52,6.4,3,1.73,2,575.8,57.09
0,0,0,98.2,16.69,7.6,1,2.05,2,587.9,53.059999999999995
0,0,0,222.3,37.79,12.1,4,3.27,1,757.7,76.58999999999999
0,0,0,156.4,26.59,8.6,4,2.32,2,523.5,52.269999999999996
0,1,24,176.0,29.92,14.7,7,3.97,1,628.5999999999999,65.37
0,0,0,103.0,17.51,7.9,3,2.13,1,515.5,47.9
0,0,0,157.1,26.71,12.1,6,3.27,1,469.7,50.550000000000004
0,0,0,159.5,27.12,6.8,3,1.84,2,453.1,46.96
0,0,0,184.1,31.3,7.5,6,2.03,2,723.6,70.69
0,0,0,239.9,40.78,9.3,5,2.51,1,746.5,71.78000000000002
0,0,0,182.2,30.97,9.3,4,2.51,2,627.5,62.019999999999996
0,1,23,149.7,25.45,7.6,2,2.05,3,532.5,51.22
0,0,0,203.5,34.6,8.7,3,2.35,3,706.0,71.14999999999999
0,1,15,117.6,19.99,6.4,3,1.73,1,471.29999999999995,45.489999999999995
0,0,0,268.3,45.61,6.3,7,1.7,1,718.4000000000001,74.99
0,0,0,181.4,30.84,10.9,4,2.94,2,516.9,55.449999999999996
0,0,0,150.6,25.6,8.1,5,2.19,0,610.8,60.56
0,0,0,83.5,14.2,12.6,3,3.4,0,654.3,52.129999999999995
0,1,35,198.5,33.75,8.1,10,2.19,1,679.0,68.39
1,0,0,111.9,19.02,10.0,7,2.7,3,578.0999999999999,51.620000000000005
0,0,0,167.8,28.53,13.0,3,3.51,5,588.9000000000001,59.51
0,0,0,137.6,23.39,9.6,6,2.59,2,554.8,50.5
0,1,16,184.0,31.28,12.7,3,3.43,2,445.5,49.53
0,0,0,266.0,45.22,13.1,6,3.54,3,561.9000000000001,67.28
0,0,0,196.5,33.41,6.8,3,1.84,0,624.4000000000001,60.85
1,0,0,193.7,32.93,11.6,8,3.13,0,603.3,61.96
0,0,0,54.7,9.3,11.1,4,3.0,1,487.4,42.02
0,0,0,81.6,13.87,8.6,18,2.32,1,490.50000000000006,45.32
0,1,27,93.4,15.88,10.9,1,2.94,1,534.4,48.74
0,1,32,183.4,31.18,6.7,4,1.81,5,656.0,65.02
0,0,0,220.9,37.55,6.4,5,1.73,0,696.4000000000001,70.37
0,0,0,191.1,32.49,12.0,4,3.24,2,558.6999999999999,63.59
0,1,43,172.0,29.24,8.0,5,2.16,1,605.3,58.91
0,0,0,207.9,35.34,7.7,2,2.08,2,528.0,60.24
0,1,40,230.7,39.22,6.4,3,1.73,1,751.4,74.66
0,0,0,199.9,33.98,11.3,7,3.05,1,668.9,69.66999999999999
0,1,47,173.7,29.53,6.3,3,1.7,2,552.3,56.43000000000001
0,0,0,153.6,26.11,12.5,10,3.38,1,473.6,52.11
0,0,0,238.0,40.46,10.6,6,2.86,2,685.0,70.01
0,0,0,166.3,28.27,6.1,5,1.65,1,581.2,54.919999999999995
0,0,0,61.6,10.47,8.2,7,2.21,4,311.7,27.02
0,0,0,116.7,19.84,9.7,6,2.62,2,544.8,50.27
0,1,36,192.8,32.78,16.4,5,4.43,1,586.3,62.0
0,0,0,185.1,31.47,6.3,4,1.7,3,461.79999999999995,52.22
0,0,0,165.8,28.19,10.9,3,2.94,5,499.8,53.760000000000005
0,0,0,111.2,18.9,12.6,2,3.4,3,414.1,40.82
0,0,0,260.4,44.27,10.0,2,2.7,6,676.5,74.03
0,0,0,177.4,30.16,12.0,3,3.24,0,655.0,64.51
0,0,0,118.1,20.08,8.2,6,2.21,1,487.5,44.69
0,0,0,109.1,18.55,10.9,5,2.94,2,342.6,37.69
0,0,0,248.6,42.26,6.1,3,1.65,3,630.7,68.1
0,0,0,174.7,29.7,15.8,3,4.27,6,490.9,54.120000000000005
0,0,0,156.0,26.52,11.9,5,3.21,2,588.1,59.449999999999996
0,1,21,214.0,36.38,10.6,5,2.86,0,528.5,60.59
0,1,45,80.3,13.65,12.8,3,3.46,2,542.8,44.050000000000004
0,0,0,169.6,28.83,9.3,4,2.51,0,640.0,63.07
0,0,0,135.8,23.09,12.6,3,3.4,0,528.8,50.699999999999996
0,0,0,202.6,34.44,8.3,3,2.24,0,633.7,62.6
0,0,0,115.5,19.64,13.3,5,3.59,3,497.0,51.09
0,0,0,155.3,26.4,12.3,4,3.32,3,590.5,56.839999999999996
0,1,31,237.2,40.32,10.7,4,2.89,1,643.0,69.99
0,0,0,168.6,28.66,10.9,7,2.94,0,587.5,57.480000000000004
1,0,0,198.7,33.78,12.4,4,3.35,0,690.0999999999999,67.63
0,0,0,54.0,9.18,10.2,8,2.75,1,480.5,38.29
0,1,24,170.9,29.05,4.1,5,1.11,2,531.3,54.43
0,0,0,176.3,29.97,6.2,3,1.67,0,722.9,66.60000000000001
0,0,0,119.2,20.26,12.2,6,3.29,4,492.2,47.07
0,1,24,183.6,31.21,6.0,3,1.62,2,554.3,57.66
0,1,25,203.8,34.65,7.3,5,1.97,0,696.0,69.44999999999999
0,1,28,92.7,15.76,9.9,4,2.67,3,446.1,39.44
0,0,0,174.7,29.7,10.5,8,2.84,5,627.2,64.14
0,0,0,184.5,31.37,8.8,3,2.38,2,664.2,63.35
0,1,25,164.9,28.03,6.7,9,1.81,1,605.4000000000001,58.03
0,0,0,86.3,14.67,12.5,1,3.38,2,563.4,49.07
0,1,21,126.3,21.47,10.6,2,2.86,1,528.4,50.81
0,0,0,277.5,47.18,8.2,2,2.21,1,536.2,66.29999999999998
0,0,0,321.6,54.67,11.3,3,3.05,2,714.3000000000001,85.46
0,0,0,254.4,43.25,6.0,5,1.62,1,678.1,70.31
0,0,0,153.7,26.13,14.1,6,3.81,1,603.8,57.95
0,1,36,183.2,31.14,11.2,8,3.02,1,573.3,56.790000000000006
0,0,0,150.1,25.52,11.0,3,2.97,2,616.9,57.5
0,0,0,156.5,26.61,9.9,2,2.67,2,502.70000000000005,53.040000000000006
0,1,14,143.2,24.34,11.6,1,3.13,1,534.7,51.88
1,1,32,223.5,38.0,9.4,2,2.54,2,567.2,63.559999999999995
0,1,22,263.8,44.85,8.5,3,2.3,3,575.3000000000001,65.3
0,0,0,213.1,36.23,8.9,3,2.4,0,582.6999999999999,63.51
0,0,0,71.2,12.1,8.6,4,2.32,0,558.9,48.54
0,0,0,174.1,29.6,8.3,5,2.24,2,682.8,64.77
0,0,0,169.2,28.76,12.4,4,3.35,4,559.0,56.580000000000005
0,0,0,161.0,27.37,12.1,4,3.27,4,579.5999999999999,57.120000000000005
0,0,0,163.0,27.71,6.7,3,1.81,2,615.5,58.64
0,0,0,65.4,11.12,13.8,1,3.73,2,469.6,39.769999999999996
0,0,0,137.4,23.36,14.0,11,3.78,3,581.7,56.64
0,1,14,151.5,25.76,10.7,5,2.89,2,600.0,58.78000000000001
0,0,0,220.3,37.45,10.6,4,2.86,1,687.3,68.87
0,0,0,220.9,37.55,12.2,2,3.29,1,574.1,64.43
0,0,0,259.7,44.15,10.2,2,2.75,0,637.0999999999999,69.99
0,1,37,167.3,28.44,12.0,9,3.24,2,598.7,58.88
0,0,0,121.1,20.59,16.1,5,4.35,2,572.2,53.88
0,0,0,137.1,23.31,8.6,4,2.32,1,585.3,54.190000000000005
0,0,0,223.2,37.94,14.5,4,3.92,3,640.0,65.72
0,0,0,180.6,30.7,10.3,4,2.78,1,667.1,63.010000000000005
0,0,0,137.5,23.38,13.4,2,3.62,0,490.7,51.019999999999996
0,0,0,183.4,31.18,9.0,5,2.43,3,649.0,64.07
0,0,0,257.4,43.76,13.4,5,3.62,2,722.9,78.77000000000001
0,1,26,189.1,32.15,11.1,4,3.0,1,566.5999999999999,59.269999999999996
0,0,0,122.5,20.83,8.0,3,2.16,2,593.6,55.120000000000005
0,0,0,282.5,48.03,9.4,4,2.54,1,672.4,76.91000000000001
0,1,22,252.9,42.99,8.5,4,2.3,3,589.2,67.53999999999999
0,0,0,179.3,30.48,8.0,5,2.16,0,659.5,64.36
1,0,0,299.4,50.9,6.6,7,1.78,2,558.1999999999999,66.8
0,0,0,235.8,40.09,12.0,3,3.24,0,581.2,65.16
1,1,15,159.3,27.08,11.9,5,3.21,1,471.09999999999997,51.14
0,0,0,170.4,28.97,11.6,4,3.13,1,628.9000000000001,60.739999999999995
1,0,0,223.4,37.98,6.3,6,1.7,0,647.9,67.61
0,0,0,194.3,33.03,9.0,3,2.43,5,616.4000000000001,62.050000000000004
0,0,0,203.4,34.58,11.0,4,2.97,1,522.6,57.059999999999995
0,1,23,280.2,47.63,13.3,3,3.59,4,637.6,76.12
0,0,0,93.8,15.95,10.7,2,2.89,1,484.9,42.44
0,0,0,253.4,43.08,8.4,2,2.27,1,711.6,73.25999999999999
0,0,0,113.0,19.21,9.2,5,2.48,2,438.79999999999995,43.12
0,1,28,112.2,19.07,10.6,2,2.86,0,433.7,42.59
0,0,0,223.8,38.05,12.3,5,3.32,3,692.4000000000001,72.25
0,0,0,152.2,25.87,9.8,3,2.65,0,475.29999999999995,48.55
0,1,23,243.9,41.46,13.4,11,3.62,2,590.5999999999999,66.01
0,0,0,137.1,23.31,11.1,4,3.0,1,539.3,52.84
0,1,36,294.9,50.13,9.8,5,2.65,3,649.8,75.37000000000002
0,0,0,211.3,35.92,13.3,6,3.59,1,642.9,65.56
0,0,0,164.1,27.9,11.4,2,3.08,1,564.8,57.24999999999999
0,0,0,187.9,31.94,10.2,11,2.75,2,591.0,60.85
0,1,30,144.5,24.57,12.0,7,3.24,2,633.3,60.300000000000004
0,0,0,154.4,26.25,11.8,3,3.19,0,516.9000000000001,53.9
0,0,0,217.7,37.01,0.0,0,0.0,3,634.7,65.04
0,0,0,141.2,24.0,7.0,2,1.89,2,461.69999999999993,46.27
0,1,28,235.6,40.05,7.7,2,2.08,1,713.5999999999999,73.10999999999999
0,0,0,141.1,23.99,10.8,2,2.92,2,526.2,54.199999999999996
0,1,36,230.9,39.25,7.6,4,2.05,3,668.5,67.7
0,1,33,209.6,35.63,10.6,3,2.86,2,477.5,56.42
0,0,0,190.9,32.45,7.8,3,2.11,2,647.6,64.17000000000002
0,1,30,153.4,26.08,12.8,4,3.46,4,458.6,49.33
0,0,0,165.0,28.05,8.3,8,2.24,1,601.4,62.61000000000001
1,0,0,228.4,38.83,7.7,7,2.08,0,618.8,64.28
0,0,0,185.1,31.47,9.1,7,2.46,0,570.3,60.59
1,0,0,125.6,21.35,5.4,5,1.46,1,520.3,49.1
0,1,27,192.3,32.69,14.8,8,4.0,1,636.4000000000001,64.66999999999999
0,0,0,203.1,34.53,13.5,2,3.65,3,601.0,64.77000000000001
1,0,0,251.5,42.76,9.3,4,2.51,0,622.1,70.46
0,0,0,205.2,34.88,14.1,5,3.81,3,551.4,60.46000000000001
0,0,0,177.1,30.11,6.5,6,1.76,3,445.4,48.529999999999994
0,0,0,152.9,25.99,5.3,6,1.43,2,583.1,57.04
0,1,40,171.2,29.1,14.0,6,3.78,1,513.7,54.120000000000005
0,0,0,201.4,34.24,12.0,3,3.24,1,683.3,68.33999999999999
0,1,31,193.0,32.81,10.3,8,2.78,2,615.4,63.59
0,1,33,186.4,31.69,11.1,3,3.0,2,674.0999999999999,64.68
0,0,0,140.0,23.8,12.5,1,3.38,2,343.8,42.49
0,1,27,230.2,39.13,10.4,2,2.81,1,641.6999999999999,68.30000000000001
0,0,0,113.7,19.33,10.8,3,2.92,1,420.3,42.65
0,0,0,150.0,25.5,9.8,1,2.65,3,580.9,56.28
0,1,28,198.2,33.69,8.8,1,2.38,2,536.4,56.85
0,0,0,222.3,37.79,11.0,2,2.97,3,677.3,70.5
0,1,12,89.7,15.25,10.7,2,2.89,1,394.1,37.38
0,1,35,197.3,33.54,10.1,4,2.73,2,550.5,57.8
0,0,0,175.1,29.77,9.9,3,2.67,1,635.7,61.85
0,1,27,187.7,31.91,10.0,4,2.7,3,554.4,59.96000000000001
0,0,0,244.7,41.6,6.6,1,1.78,1,694.2,70.33
0,0,0,109.9,18.68,10.9,6,2.94,0,434.70000000000005,45.07
0,0,0,215.9,36.7,5.2,2,1.4,1,775.7,71.98000000000002
0,0,0,291.8,49.61,9.9,2,2.67,0,657.3,77.3
0,1,28,95.0,16.15,10.0,2,2.7,2,545.8,50.78
0,1,42,216.0,36.72,9.3,4,2.51,2,663.8,68.68
0,0,0,162.8,27.68,7.2,3,1.94,1,568.0,59.47
0,0,0,243.7,41.43,11.3,2,3.05,0,492.7,58.08
0,0,0,137.8,23.43,10.2,6,2.75,1,508.8,51.900000000000006
0,0,0,162.3,27.59,10.9,2,2.94,0,568.1,57.33
0,1,27,140.1,23.82,3.8,10,1.03,1,621.4,55.45
0,0,0,134.3,22.83,14.7,4,3.97,3,391.9,44.61
0,1,33,96.6,16.42,6.2,4,1.67,4,575.3,52.25000000000001
0,0,0,47.4,8.06,10.5,8,2.84,2,378.3,32.5
0,0,0,149.3,25.38,11.9,3,3.21,2,581.2,56.04
0,0,0,175.5,29.84,10.2,3,2.75,1,695.0,65.94
0,1,31,265.3,45.1,12.9,1,3.48,1,672.2,72.80000000000001
0,0,0,170.4,28.97,11.2,3,3.02,0,817.9,75.14999999999999
0,1,32,80.3,13.65,16.6,3,4.48,0,451.0,42.81
0,0,0,229.7,39.05,9.6,1,2.59,1,758.5,78.88
0,0,0,184.1,31.3,9.8,3,2.65,2,613.3,61.46
0,0,0,161.4,27.44,5.1,2,1.38,0,631.2,58.78
0,0,0,197.7,33.61,13.5,3,3.65,1,467.4,54.5
0,0,0,112.2,19.07,13.9,1,3.75,0,582.7,52.38
0,0,0,147.0,24.99,8.4,9,2.27,1,555.9,52.28
0,0,0,169.2,28.76,10.6,2,2.86,0,610.9,62.36
0,0,0,187.0,31.79,7.4,5,2.0,2,563.8,56.129999999999995
0,1,29,281.4,47.84,9.0,6,2.43,2,670.8,75.88000000000001
0,0,0,294.9,50.13,13.2,5,3.56,1,635.8,76.74000000000001
0,0,0,209.9,35.68,8.2,3,2.21,1,641.2,66.14999999999999
0,1,42,148.7,25.28,10.4,7,2.81,0,586.6,54.49
0,0,0,210.9,35.85,9.4,5,2.54,4,667.3000000000001,72.10000000000001
0,0,0,216.7,36.84,10.8,1,2.92,2,496.3,58.120000000000005
0,1,23,170.8,29.04,12.7,1,3.43,1,702.0,65.84
0,0,0,175.6,29.85,10.2,6,2.75,1,612.0,61.76
0,1,17,183.2,31.14,9.7,3,2.62,0,592.7,62.29999999999999
0,0,0,142.5,24.23,7.5,2,2.03,2,579.7,54.269999999999996
0,0,0,162.3,27.59,9.1,4,2.46,2,586.4,58.89
0,0,0,177.1,30.11,8.0,6,2.16,1,535.9,55.8
0,0,0,18.9,3.21,14.8,4,4.0,1,386.9,34.1
0,0,0,45.0,7.65,9.8,6,2.65,2,349.20000000000005,30.039999999999996
0,1,25,142.4,24.21,13.4,6,3.62,2,582.7,60.190000000000005
1,0,0,200.6,34.1,11.2,5,3.02,2,588.4,66.15
0,0,0,245.5,41.74,9.1,4,2.46,1,579.9,66.96
0,0,0,57.5,9.78,11.6,6,3.13,3,567.3,46.470000000000006
0,0,0,72.8,12.38,11.8,2,3.19,2,562.4000000000001,48.279999999999994
0,1,37,155.0,26.35,5.9,4,1.59,1,441.09999999999997,46.510000000000005
0,0,0,192.1,32.66,11.4,4,3.08,1,528.6,57.67999999999999
0,0,0,199.3,33.88,7.0,10,1.89,0,647.1,63.66000000000001
0,1,36,118.1,20.08,11.9,6,3.21,2,443.5,46.8
0,0,0,124.3,21.13,7.9,9,2.13,1,550.5,49.36000000000001
0,0,0,252.0,42.84,9.6,1,2.59,2,554.0,65.03
1,1,28,156.1,26.54,14.7,3,3.97,0,430.9,47.16
0,0,0,172.3,29.29,13.0,4,3.51,2,534.5,56.059999999999995
0,0,0,188.5,32.05,15.2,5,4.1,2,516.6,56.85
0,1,29,150.1,25.52,5.8,4,1.57,1,593.1999999999999,57.62
0,1,32,209.9,35.68,8.7,7,2.35,1,683.9000000000001,69.35
1,1,42,130.1,22.12,13.6,5,3.67,3,541.8,51.0
0,0,0,169.5,28.82,10.6,7,2.86,0,425.3,49.5
0,1,43,118.4,20.13,8.5,6,2.3,1,420.6,41.78999999999999
0,0,0,187.3,31.84,10.1,5,2.73,1,664.5,66.88000000000001
1,0,0,47.7,8.11,13.2,3,3.56,0,547.3,44.72
0,0,0,139.6,23.73,10.8,4,2.92,1,547.9,55.03
0,0,0,124.8,21.22,10.0,4,2.7,2,718.5,61.92999999999999
1,0,0,47.8,8.13,13.3,7,3.59,0,379.29999999999995,33.800000000000004
0,0,0,152.7,25.96,9.4,4,2.54,1,608.3,59.300000000000004
1,0,0,266.1,45.24,10.3,4,2.78,1,654.6,72.78
0,1,30,60.6,10.3,13.3,7,3.59,0,359.3,33.97
0,0,0,211.6,35.97,7.8,1,2.11,1,582.0,63.42999999999999
0,0,0,145.6,24.75,11.4,7,3.08,1,558.0,55.629999999999995
1,1,39,142.0,24.14,11.3,5,3.05,1,685.6,61.31999999999999
0,1,33,88.8,15.1,7.1,9,1.92,3,371.09999999999997,34.11
0,0,0,203.1,34.53,12.0,3,3.24,3,608.8,64.42999999999999
0,1,32,180.4,30.67,8.4,2,2.27,1,476.70000000000005,51.45
0,0,0,168.9,28.71,2.9,7,0.78,2,559.1,52.0
0,1,26,131.2,22.3,10.2,6,2.75,2,459.4,44.08
0,1,30,276.6,47.02,9.8,6,2.65,2,674.6,76.39000000000001
0,1,29,209.9,35.68,6.6,1,1.78,0,509.79999999999995,57.28
0,0,0,146.4,24.89,11.3,3,3.05,1,511.59999999999997,50.309999999999995
0,0,0,146.5,24.91,8.2,5,2.21,0,555.2,52.31
0,1,33,243.1,41.33,12.1,2,3.27,2,685.5999999999999,73.05999999999999
0,0,0,181.8,30.91,9.2,2,2.48,4,630.1,61.66
0,0,0,209.6,35.63,7.6,2,2.05,3,610.8,64.89
0,1,39,167.4,28.46,9.5,4,2.57,3,532.7,54.38
0,0,0,138.3,23.51,9.6,4,2.59,3,553.4,54.22
0,0,0,240.2,40.83,10.2,6,2.75,2,642.2,67.8
0,0,0,227.2,38.62,14.9,2,4.02,0,665.0,70.11
0,0,0,193.7,32.93,10.8,5,2.92,1,670.5999999999999,64.64
0,0,0,141.1,23.99,8.0,7,2.16,2,543.0,50.120000000000005
0,0,0,166.0,28.22,6.3,7,1.7,0,488.5,47.42
0,0,0,226.0,38.42,12.6,4,3.4,2,711.8,75.86000000000001
0,1,31,288.7,49.08,8.6,3,2.32,0,695.7,77.86
0,1,27,268.8,45.7,16.4,3,4.43,0,787.3,83.32999999999998
0,0,0,149.8,25.47,11.7,4,3.16,2,469.8,50.22999999999999
0,1,30,61.6,10.47,12.4,5,3.35,1,542.6,45.67
0,0,0,272.7,46.36,10.5,3,2.84,2,675.8,76.34
0,0,0,251.0,42.67,13.8,3,3.73,3,484.4,60.55
1,0,0,148.2,25.19,8.6,3,2.32,2,505.19999999999993,49.96000000000001
1,0,0,189.6,32.23,1.3,6,0.35,1,641.5,63.60999999999999
0,0,0,102.0,17.34,10.7,3,2.89,1,520.4,49.870000000000005
0,0,0,134.4,22.85,10.2,2,2.75,5,539.3000000000001,52.27
0,0,0,134.9,22.93,14.7,2,3.97,3,619.5,58.64
0,0,0,272.5,46.33,16.4,5,4.43,3,657.7,77.13999999999999
0,0,0,138.3,23.51,13.5,6,3.65,3,572.7,53.53
0,0,0,170.7,29.02,13.3,4,3.59,1,576.4,58.510000000000005
0,0,0,171.2,29.1,13.0,3,3.51,2,592.9,61.32999999999999
0,0,0,278.0,47.26,8.3,4,2.24,0,674.2,74.39999999999999
0,0,0,125.1,21.27,11.2,3,3.02,3,585.2,54.95
0,1,23,154.0,26.18,11.8,4,3.19,2,660.4,63.28
0,0,0,89.5,15.22,14.0,3,3.78,2,463.4,43.06
1,1,40,216.4,36.79,12.7,4,3.43,1,652.0,69.81
0,0,0,96.5,16.41,12.5,3,3.38,1,453.1,44.25000000000001
0,0,0,154.0,26.18,10.1,7,2.73,1,536.0,49.87
0,0,0,279.3,47.48,7.9,2,2.13,2,761.7,79.39
0,0,0,142.4,24.21,4.6,4,1.24,1,542.8,48.52
0,0,0,201.9,34.32,9.0,2,2.43,1,521.0,57.3
0,0,0,117.3,19.94,12.2,3,3.29,1,426.29999999999995,45.18
0,1,27,218.7,37.18,15.0,1,4.05,0,555.9000000000001,62.94
1,1,30,234.5,39.87,11.4,4,3.08,2,698.5,71.63999999999999
0,1,34,138.8,23.6,11.8,7,3.19,1,464.6,47.129999999999995
1,0,0,153.2,26.04,7.8,3,2.11,1,517.5,52.980000000000004
0,1,27,159.7,27.15,9.6,9,2.59,3,572.6,55.07000000000001
0,0,0,206.2,35.05,10.2,6,2.75,1,613.5999999999999,64.58
0,1,31,175.2,29.78,13.2,6,3.56,1,594.2,60.160000000000004
0,0,0,155.5,26.44,7.6,11,2.05,1,606.8,57.339999999999996
0,1,25,165.6,28.15,11.0,2,2.97,3,477.4,50.599999999999994
0,0,0,166.4,28.29,10.0,2,2.7,1,643.8,65.16
0,0,0,198.1,33.68,9.3,3,2.51,3,536.9,57.699999999999996
0,0,0,249.9,42.48,8.9,6,2.4,2,777.5999999999999,78.80000000000001
